@USER @USER Yeah he is	NOT	@USER @USER Yeah he is
@USER @USER Anthem protesters should consider what flag they could be living under ... URL	NOT	@USER @USER Anthem protesters should consider what flag they could be living under... URL
@USER how does what I'm saying relate to gun control . if police departments will not prosecute their own family " then it's time to limit their access to all weapons . A police department reluctant to acknowledge their own wrong doings and correct them dont deserve access to weapons . "	OFF	@USER how does what I'm saying relate to gun control. if police departments will not prosecute their own family" then it's time to limit their access to all weapons. A police department reluctant to acknowledge their own wrong doings and correct them dont deserve access to weapons."
#GUNCONTROL advocates must STOP falling all over themselves to assure electorate that they too love the HORRIFIC 2A URL	NOT	#GUNCONTROL advocates must STOP falling all over themselves to assure electorate that they too love the HORRIFIC 2A URL
@USER @USER majority of DACA from 3rd world countries are communists ~ activists-Antifa-Ofa & 1 INCOMPATIBLES w/USculture&2Felons by criminal violence&participation in cult includes kill potus45 " & " destroySovereignUSA-USConstnDem'y+ replace w/marxist 4thReichNWO tyranny = TREASON "	OFF	@USER @USER majority of DACA from 3rd world countries are communists~activists-Antifa-Ofa&amp; 1 INCOMPATIBLES w/USculture&amp;2Felons by criminal violence&amp;participation in cult includes kill potus45"&amp;"destroySovereignUSA-USConstnDem'y+ replace w/marxist 4thReichNWO tyranny=TREASON"
@USER @USER Hmmm . Was NFL on tv today ? Didn’t even search . Watched tennis & baseball . Not one of them kneeled ! Won’t be watching next week either .	NOT	@USER @USER Hmmm. Was NFL on tv today? Didn’t even search. Watched tennis &amp; baseball. Not one of them kneeled! Won’t be watching next week either.
@USER @USER @USER @USER @USER @USER If you put any claim that that ambulance chaser is in anyway anything by a shyster you are a fool bigger than he is	OFF	@USER @USER @USER @USER @USER @USER If you put any claim that that ambulance chaser is in anyway anything by a shyster you are a fool bigger than he is
Ahh my ears hurt from listening in the earphones .. still his voice was sexy	NOT	Ahh my ears hurt from listening in the earphones..still his voice was sexy
@USER You are a bad ass ! Keep fighting for us 💕	OFF	@USER You are a bad ass! Keep fighting for us 💕
@USER I can’t understand why anyone won’t want to see these docs in open light . You liberals think the Russian investigations is the big deal . As a American I truly believe the subversion of a elected president by our Justice department and the FBI is far worse for our Country .	NOT	@USER I can’t understand why anyone won’t want to see these docs in open light. You liberals think the Russian investigations is the big deal. As a American I truly believe the subversion of a elected president by our Justice department and the FBI is far worse for our Country.
@USER omg fuck our lives sis	OFF	@USER omg fuck our lives sis
@USER @USER there os no such thing as antifa	NOT	@USER @USER there os no such thing as antifa
@USER Holy freakin cow this is actually real from Antifa ? Now we really know they are stupid . Great way to get shot or hurt .	OFF	@USER Holy freakin cow this is actually real from Antifa? Now we really know they are stupid. Great way to get shot or hurt.
#meDIAtoo : Selective putrid outrage ONLY AT Conservatives only BY LIBERALS who want us to know how MORAL they are !!! URL	NOT	#meDIAtoo:  Selective putrid outrage ONLY AT Conservatives only BY LIBERALS who want us to know how MORAL they are!!! URL
@USER @USER Liberals ruin everything !	OFF	@USER @USER Liberals ruin everything!
@USER She is by far the most pretentious little try-hard housemate in there this year . So cringeworthy . #BBUK	OFF	@USER She is by far the most pretentious little try-hard housemate in there this year. So cringeworthy. #BBUK
@USER @USER that explains it then : she is an alien ! LOL	NOT	@USER @USER that explains it then: she is an alien! LOL
@USER It's easily digestible content . There's no need for nuance or to even understand the story . They can show a picture of an ANTIFA " and get the base level emotional response their content requires in order to be profitable . "	NOT	@USER It's easily digestible content.   There's no need for nuance or to even understand the story.  They can show a picture of an ANTIFA" and get the base level emotional response their content requires in order to be profitable."
@USER PHOOEY ! It wasn't about stepping forward " it was about @USER helping @USER wield a crude sharp axe on the UK's poor and vulnerable . He is a total hypocrite and fraud in a stupid affected style hat . "	OFF	@USER PHOOEY! It wasn't about stepping forward" it was about @USER helping @USER wield a crude sharp axe on the UK's poor and vulnerable. He is a total hypocrite and fraud in a stupid affected style hat."
@USER @USER Unfortunately you're right . Keep it real . SHE is the assault weapon !	NOT	@USER @USER Unfortunately you're right. Keep it real.  SHE is the assault weapon!
60 and hopeful to someday meet a classy gal that I can talk to about MAGA and WWG1WGA ! Have yet to find ! Having way to much fun now not to share :-) URL	NOT	60 and hopeful to someday meet a classy gal that I can talk to about MAGA and WWG1WGA!  Have yet to find!  Having way to much fun now not to share :-) URL
@USER Keep It coming my Dear President Obama ! Your words are powerful because of the Stellar man that you are . I sometimes think that he is more of Prophet " than a President in all the wise words he thinks about and speaks about . ♥ "	NOT	@USER Keep It coming my Dear President Obama!  Your words are powerful because of the Stellar man that you are.  I sometimes think that he is more of Prophet" than a President in all the wise words he thinks about and speaks about.♥"
@USER Antifa to the rescue lol	NOT	@USER Antifa to the rescue lol
@USER She's an Osuite ... so she is deregionised .	OFF	@USER She's an Osuite...so she is deregionised.
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Awh thanks babe . I’m just really upset that depression is taking over everyone I know and love . And people I admire . RIP Mac miller 💔 I don’t want anyone to ever think that they are alone in their fight !	NOT	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Awh thanks babe. I’m just really upset that depression is taking over everyone I know and love. And people I admire. RIP Mac miller 💔 I don’t want anyone to ever think that they are alone in their fight!
@USER The fact that she is disrespectful and blatantly rude has nothing to do with her situation 🤪	OFF	@USER The fact that she is disrespectful and blatantly rude has nothing to do with her situation 🤪
@USER @USER 🥀 😢 😢 😢 😢 😢 so sad and preventable . Lift gun control in Chicago . Allow decent people to defend themselves .	NOT	@USER @USER  🥀  😢  😢  😢  😢  😢 so sad and preventable. Lift gun control in Chicago. Allow decent people to defend themselves.
@USER @USER @USER If you are the type of iphone user who loves taking pictures etc then go for the 256gb	NOT	@USER @USER @USER If you are the type of iphone user who loves taking pictures etc then go for the 256gb
@USER And Hillary won the 2016 election ?	NOT	@USER And Hillary won the 2016 election?
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER The FBI would be the proper authority to administer this polygraph despite their corruption at the top of their organization .	OFF	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER The FBI would be the proper authority to administer this polygraph despite their corruption at the top of their organization.
@USER minus well keep him how he is bruh	OFF	@USER minus well keep him how he is bruh
@USER @USER @USER Sucks for you	OFF	@USER @USER @USER Sucks for you
@USER Which blood if you like baff in the blood you dun see am . Breez and nips is that you are looking ehen that one you just looked at nao ehen 😆 😅	NOT	@USER Which blood if you like baff in the blood you dun see am. Breez and nips is that you are looking ehen that one you just looked at nao ehen  😆  😅
@USER More than that how low she is 👎	NOT	@USER More than that how low she is 👎
@USER @USER He is probably dying due to dog fumes 😂	NOT	@USER @USER He is probably dying due to dog fumes 😂
@USER @USER A voice from the frontline of domestic violence that the gun lobby cannot drown out . #cdnpoli URL	OFF	@USER @USER A voice from the frontline of domestic violence that the gun lobby cannot drown out. #cdnpoli URL
@USER man can we hang out you are hilarious	NOT	@USER man can we hang out you are hilarious
@USER @USER Pay your back taxes yet ? Still have armed private security even after you screamed about gun control ? Your husband still talk to Harvey everyday ? Move out of your glass house ?	NOT	@USER @USER Pay your back taxes yet ? Still have armed private security even after you screamed about gun control ? Your husband still talk to Harvey everyday ? Move out of your glass house ?
@USER I'm honestly not surprised coming from the school you are in . Why would you be vaping . I noticed they like to accuse you of a lot of stupid stuff but don't let it get to you .	OFF	@USER I'm honestly not surprised coming from the school you are in. Why would you be vaping. I noticed they like to accuse you of a lot of stupid stuff but don't let it get to you.
@USER I'm Jackie ~ She is a great character to be tbh	NOT	@USER I'm Jackie~ She is a great character to be tbh
Keep Texas RED #Cruz 🇺 🇸 We are the MAGA CAMPAIGN	NOT	Keep Texas RED #Cruz  🇺  🇸 We are the MAGA CAMPAIGN
@USER @USER @USER Wasn't the organizer of the rally that killed someone it was someone that showed up just like the people that show up to antifa and black lives matter rallies cause violence and rioting everywhere they go	NOT	@USER @USER @USER Wasn't the organizer of the rally that killed someone it was someone that showed up just like the people that show up to antifa and black lives matter rallies cause violence and rioting everywhere they go
@USER @USER Because he is the most influential person in politics . Much smarter than anyone on the left . Air America worked out well didn't it .............	NOT	@USER @USER Because he is the most influential person in politics.  Much smarter than anyone on the left.   Air America worked out well didn't it.............
@USER Radical Left : ANTIFA . Victim culture . There are over 100 genders . Hate speech is an act of aggression . Free speech should be limited . No guns . Sanctuary cities . Illegal's have rights too . Open borders . Trump derangement syndrome . Voting party over platform . Feelings over facts .	NOT	@USER Radical Left: ANTIFA. Victim culture. There are over 100 genders. Hate speech is an act of aggression. Free speech should be limited. No guns. Sanctuary cities. Illegal's have rights too. Open borders. Trump derangement syndrome. Voting party over platform. Feelings over facts.
@USER @USER >> old are you ? [[ She looks like a baby . Makes me wonder what she is doing in this kind of business . ]] Can we sit ? [[ I motion to the couch but I look to Dion for approval . I know I have no right to ask her or him to include me in their business . ]]	NOT	@USER @USER &gt;&gt; old are you? [[She looks like a baby. Makes me wonder what she is doing in this kind of business. ]] Can we sit? [[I motion to the couch but I look to Dion for approval. I know I have no right to ask her or him to include me in their business.]]
@USER @USER @USER No , we Conservatives have NOT . It's smoken ' mirrors by Establishmnt Dems who are inbred , demon possessed & controlled by LUCIFER ( father of lies " ) through Soros/Obama/Clinton ET AL @ this juncture in history . #ReversePCism is KEY & rebuke them ALL in the name of Jesus !!! #KAG ! "	NOT	@USER @USER @USER No, we Conservatives have NOT.  It's smoken' mirrors by Establishmnt Dems who are inbred, demon possessed &amp; controlled by LUCIFER (father of lies") through Soros/Obama/Clinton ET AL @ this juncture in history.  #ReversePCism is KEY &amp; rebuke them ALL in the name of Jesus!!! #KAG!"
@USER Can't take what they dish out ? Joe you are a snake that should be hung by the neck on a live cnn feed .	OFF	@USER Can't take what they dish out? Joe you are a snake that should be hung by the neck on a live cnn feed.
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Morning and check out my NEW MAGA Kids Book !! Written and Illustrated by a Trump America Loving OIF Veteran ! URL #MAGA #TRUMP2020	NOT	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Morning and check out my NEW MAGA Kids Book!! Written and Illustrated by a Trump America Loving OIF Veteran! URL #MAGA #TRUMP2020
@USER @USER But you knew it was pointless to cry because it would just add to the awful humidity ... 😭	NOT	@USER @USER But you knew it was pointless to cry because it would just add to the awful humidity... 😭
@USER We appreciate your patience and compliance . Thank you for supporting our future .	NOT	@USER We appreciate your patience and compliance. Thank you for supporting our future.
Ain’t got shit done today	OFF	Ain’t got shit  done today
@USER @USER @USER That’s a people Chicago hell gun control works in their town	OFF	@USER @USER @USER That’s a people Chicago hell gun control works in their town
@USER Get a life !	NOT	@USER Get a life!
@USER The voters have decided about gun control . They have gotten bloodshed on a daily basis .	NOT	@USER The voters have decided about gun control. They have gotten bloodshed on a daily basis.
@USER Hey #BenieSanders they all can't come to US ! Come on . We have enough problems with your #Antifa .	NOT	@USER Hey #BenieSanders  they all can't come to US!  Come on.  We have enough problems with your #Antifa .
@USER @USER You are right I'm black so thanks	NOT	@USER @USER You are right I'm black so thanks
@USER CAN I PLZ GET A FOLLOW CAUSE I LOVE YOU SO MUCH AND I WAS THE FIRST PERSON TO LIKE UR VID ? 💛 URL	NOT	@USER CAN I PLZ GET A FOLLOW CAUSE I LOVE YOU SO MUCH AND I WAS THE FIRST PERSON TO LIKE UR VID? 💛 URL
5:26 you are my late night thoughts .	NOT	5:26  you are my late night thoughts.
@USER CONGRATULATION YOU ARE A PUN MASTER 🎉 🎉	NOT	@USER CONGRATULATION YOU ARE A PUN MASTER  🎉  🎉
#Kavanaugh issues more detailed response , confirms the view that he deserves an opportunity to defend his reputation : This is a completely false allegation . I have never done anything like what the accuser describes — to her or to anyone .... " URL	OFF	#Kavanaugh issues more detailed response, confirms the view that he deserves an opportunity to defend his reputation: This is a completely false allegation. I have never done anything like what the accuser describes—to her or to anyone...." URL
@USER @USER players should stand up and be counted like soccer players URL	OFF	@USER @USER players should stand up and be counted like soccer players URL
Never give in/ never give up the fight #MAGA URL	NOT	Never give in/ never give up the fight #MAGA URL
@USER Lake show fuck Corey Harris	NOT	@USER Lake show fuck Corey Harris
@USER @USER If you don't think everybody wants to be rich , sadly you are lying to yourself . Pretending otherwise is simply an excuse to settle . Nothing wrong with settling , but to dismiss those who want more for themselves as greedy " is disingenuous . "	NOT	@USER @USER If you don't think everybody wants to be rich, sadly you are lying to yourself. Pretending otherwise is simply an excuse to settle. Nothing wrong with settling, but to dismiss those who want more for themselves as greedy" is disingenuous."
@USER @USER Liberals defend Islam yet know little to nothing about the ideology . As a middle eastern Christian I pay close attention to what the Muslim people are up to .	NOT	@USER @USER Liberals defend Islam yet know little to nothing about the ideology. As a middle eastern Christian I pay close attention to what the Muslim people are up to.
@USER It's amazing how the Democrats are always leading in the CNN polls . All the Liberals live for is the polls that they control . Liberals are insane .	OFF	@USER It's amazing how the Democrats are always leading in the CNN polls.  All the Liberals live for is the polls that they control.  Liberals are insane.
@USER If Kerry clown is actually doing it and admits he is and it's a crime . Throw his ass in jail . He should be arrested ... RIGHT ???	OFF	@USER If Kerry clown is actually doing it and admits he is and it's a crime. Throw his ass in jail. He should be arrested...RIGHT ???
@USER do you have any other recourse ? This is so wrong on so many levels . Can you sue them ? I wish there was a way to reinforce your points on the mistreatment you have received . Liberals are full of hate and discontent and unfortunately there are more of them than us . Idiots . URL	OFF	@USER do you have any other recourse? This is so wrong on so many levels. Can you sue them? I wish there was a way to reinforce your points on the mistreatment you have received. Liberals are full of hate and discontent and unfortunately there are more of them than us. Idiots. URL
@USER Bill you should be silent on gun control and immigrantion . You had 8 years and did nothing . Don't be a Monday morning quarterback now . To little to late .	OFF	@USER Bill you should be silent on gun control and immigrantion.   You had 8 years and did nothing. Don't be a Monday morning quarterback now. To little to late.
@USER Please shut up Ontario is seeing what conservatives stand for @USER is not helping you loose this province your never going anywhere .. Not they you will any way your completely out of tune with Canadian Mr. Harper oops I mean Mr. Scheer common mistake you so much alike .	NOT	@USER Please shut up Ontario is seeing what conservatives stand for @USER is not helping you loose this province your never going anywhere.. Not they you will any way your completely out of tune with Canadian Mr. Harper oops I mean Mr. Scheer common mistake you so much alike.
. @USER “ My problem is the @USER have taken us back to the 1870’s ... let’s have a debate about what’s happening today in the world of work and what we’re going to do about it ” #ImWithDave #LBC	NOT	.@USER “My problem is the @USER have taken us back to the 1870’s... let’s have a debate about what’s happening today in the world of work and what we’re going to do about it” #ImWithDave #LBC
@USER @USER If the LEFT would just stop the politics of distraction he will keep more promises #MAGA	NOT	@USER @USER If the LEFT  would just stop the politics of distraction he will keep more promises #MAGA
@USER Packing 💼 🕶 👢 for TX 🤠 👍 🏼 ⚽ ️ ♥ ️- hope you are well 🤗 #almostcousins ♥ ️	NOT	@USER Packing  💼  🕶  👢 for TX  🤠  👍  🏼  ⚽ ️ ♥ ️- hope you are well 🤗 #almostcousins♥️
@USER I . AM . READ . E ! URL	NOT	@USER I. AM. READ. E! URL
@USER @USER @USER Someone should tell her that voters have to be at least 18 and be citizens . Can't imagine adults with critical thinking skills could ever vote for her again .	NOT	@USER @USER @USER Someone should tell her that voters have to be at least 18 and be citizens. Can't imagine adults with critical thinking skills could ever vote for her again.
@USER @USER No that is Antifa	NOT	@USER @USER No that is Antifa
@USER I do like your tweets !, But maybe you should be more focused on consolidating them and sending fewer out , I miss many of them and you leave yourself open to the New Liberal Fascist Movement Antifa ? ""	NOT	@USER I do like your tweets!, But maybe you should be more focused on consolidating them and sending fewer out, I miss many of them and you leave yourself open to the New Liberal Fascist Movement Antifa?""
@USER @USER I will think it is significant they haven’t moved ahead . The difficulty is that liberals over shoot and become zealous in their environmental oversight . This one seems legit . The wild life and fishing people are opposed and I’m sure in Don Jrs ear . And I want to go visit ...	NOT	@USER @USER I will think it is significant they haven’t moved ahead. The difficulty is that liberals over shoot and become zealous in their environmental oversight.  This one seems legit.  The wild life and fishing people are opposed and I’m sure in Don Jrs ear.  And I want to go visit...
@USER Guess you are going to ignore what karmys are asking ... 💀 💀 💀	NOT	@USER Guess you are going to ignore what karmys are asking...   💀  💀  💀
. @USER says she’s a Republican in the mold of Lincoln and Reagan . Supports gun control .	NOT	.@USER says she’s a Republican in the mold of Lincoln and Reagan. Supports gun control.
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Gun control " only works for those who have the guns 👊 💥 If you have all of the guns , you will most definitely have all of the control . "	NOT	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Gun control" only works for those who have the guns  👊  💥 If you have all of the guns, you will most definitely have all of the control."
#Protests Reported in #Sunderland Except these are #football fan and one #flag says #WestBrom on it ?! Getting worse now even as I type ?! #MAGA #MEGA #MBGA #MCGA #Conservatives #Patriots #Muslims #FarLeft #Leftists ( doomed to lose but do not realises it ) #CivilWar soon ? URL	NOT	#Protests Reported in #Sunderland  Except these are #football fan and one #flag says #WestBrom on it?!  Getting worse now even as I type?!  #MAGA #MEGA #MBGA #MCGA #Conservatives #Patriots #Muslims #FarLeft #Leftists (doomed to lose but do not realises it) #CivilWar soon? URL
@USER And honestly it’s ridiculous .. you are grocery shopping there is no need to be like That	OFF	@USER And honestly it’s ridiculous.. you are grocery shopping there is no need to be like That
@USER I won’t even start Naruto cause it’s just too much 😂 I started an anime on Hulu yesterday called Coppelion thats only one season that’s more my speed lol	NOT	@USER I won’t even start Naruto cause it’s just too much 😂 I started an anime on Hulu yesterday called Coppelion thats only one season that’s more my speed lol
ANTIFA Scumbag Trying To Explain Why Trump Is To A Black Trump Supporter Pr #Topbuzz URL	NOT	ANTIFA Scumbag Trying To Explain Why Trump Is To A Black Trump Supporter Pr #Topbuzz URL
@USER @USER Judging by the membership of ANTIFA they're already at that point .	NOT	@USER @USER Judging by the membership of ANTIFA they're already at that point.
@USER @USER @USER obama took away the constitution from us and that is a FACT .. SANCTUARY STATES takes away OUR guarantied Protection from Invasion ... Obamas BLM and ANTIFA that takes away OUR guarantied Protection from DOMESTIC VIOLENCE by the way all gun control laws come from Article 4 sec 4	NOT	@USER @USER @USER obama took away the constitution from us and that is a FACT..SANCTUARY STATES takes away OUR guarantied Protection from Invasion...Obamas BLM and ANTIFA that takes away OUR guarantied Protection from DOMESTIC VIOLENCE by the way all gun control laws come from Article 4 sec 4
@USER A whore's book being published ! All the looney liberals run out and buy it	OFF	@USER A whore's book being published! All the looney liberals run out and buy it
@USER @USER @USER @USER @USER One of them just called me ' politically and morally bankrupt ' because I said I WOULD get behind him if he opposed Brexit 😐 😂	NOT	@USER @USER @USER @USER @USER One of them just called me 'politically and morally bankrupt' because I said I WOULD get behind him if he opposed Brexit  😐  😂
@USER @USER The same thing happened when Australia introduced gun control . Just rename the unemployment line to gun deaths and remove the stock market line and you've got a graph that represents it . Also change the before and after .	NOT	@USER @USER The same thing happened when Australia introduced gun control. Just rename the unemployment line to gun deaths and remove the stock market line and you've got a graph that represents it. Also change the before and after.
- Wherever you are in your journey try your best to appreciate even if it's not where you want to be . Every season serves a purpose . - @ Putrajaya URL	NOT	- Wherever you are in your journey try your best to appreciate even if it's not where you want to be. Every season serves a purpose. - @ Putrajaya URL
@USER This ( confirmation ) is a done deal . He said she said and she’s a leftist Antifa nobody .	OFF	@USER This (confirmation) is a done deal.  He said she said and she’s a leftist Antifa nobody.
@USER Thank you for what you are doing . For my daughters future .	NOT	@USER Thank you for what you are doing. For my daughters future.
@USER @USER @USER @USER @USER The Liberals same old playbook . It is so old ... yawn	OFF	@USER @USER @USER @USER @USER The Liberals same old playbook. It is so old... yawn
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I just blocked 3 asses .	OFF	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I just blocked 3 asses.
2 ) I am absolutely furious with my fellow conservatives when they say , This sounds credible , " or , " If it's true ... " Do you guys have shor t-t erm memory that only goes back 90 days ? "	OFF	2) I am absolutely furious with my fellow conservatives when they say, This sounds credible," or, "If it's true..." Do you guys have short-term memory that only goes back 90 days?"
@USER Heidi Cruz started life as a brunette . Now she is a blonde . God works in mysterious ways .	NOT	@USER Heidi Cruz started life as a brunette. Now she is a blonde. God works in mysterious ways.
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Nope .	NOT	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Nope.
@USER @USER This clown need maga listeners . Nothing more nothing less . Total fraud .	OFF	@USER @USER This clown need maga listeners.   Nothing more nothing less.   Total fraud.
@USER aw . * hugs * i’ve gotten flustered like that as well . it sucks . i also sometimes write myself a little script . you’re not alone .	NOT	@USER aw. *hugs* i’ve gotten flustered like that as well. it sucks. i also sometimes write myself a little script. you’re not alone.
@USER But ... you are gamestop	NOT	@USER But... you are gamestop
@USER @USER Why does he always have to do this 😭	NOT	@USER @USER Why does he always have to do this 😭
@USER Liberals and conservatives judge eachother on the actions of their worst characters . Liberals have in large quantities showcased a blatant hypocrisy today that will allow more people to write their ideas off because of the hypocrisy .	NOT	@USER Liberals and conservatives judge eachother on the actions of their worst characters. Liberals have in large quantities showcased a blatant hypocrisy today that will allow more people to write their ideas off because of the hypocrisy.
@USER Europeans are morons for electing people like this	OFF	@USER Europeans are morons for electing people like this
@USER @USER @USER @USER @USER You are fkn deluded pal #FatNixon is a digusting pig Trump interview on 9/11 : [ My building ] was the 2nd-tallest in Manhattan ... And now it’s the tallest . ""	OFF	@USER @USER @USER @USER @USER  You are fkn deluded pal #FatNixon is a digusting pig  Trump interview on 9/11: [My building] was the 2nd-tallest in Manhattan... And now it’s the tallest.""
@USER inb4 antifa isn't an extremist group ! " Source : " Antifa : The Anti-Fascist Handbook " by Mark Bray URL	NOT	@USER inb4 antifa isn't an extremist group!" Source: "Antifa: The Anti-Fascist Handbook" by Mark Bray URL
@USER @USER @USER @USER @USER Hahahah man please pass along whatever you are smoking !!! URL	NOT	@USER @USER @USER @USER @USER Hahahah man please pass along whatever you are smoking!!! URL
@USER Reagan also signed the first gun control bill as governor of CA	NOT	@USER Reagan also signed the first gun control bill as governor of CA
@USER According the gore hurricane hazel in 1955 was Trumps fault and all the typhoons cyclones and hurricanes are all Trumps fault And Trump colluded with God to defeat Hillary . All true !	OFF	@USER According the gore hurricane hazel in 1955 was Trumps fault and all the typhoons cyclones and hurricanes are all Trumps fault   And Trump colluded   with God to defeat Hillary.   All true!
@USER Nanos Poll ......... Liberals 41.1 Conservatives 31.4 These numbers should be reversed after all the Trudeau boondoggles . You are destiny is continued opposition .	NOT	@USER Nanos Poll .........Liberals 41.1 Conservatives 31.4 These numbers should be reversed after all the Trudeau boondoggles. You are destiny is continued opposition.
@USER The persona that you project masks your insecurities . You are hurt and disappointed . Politics is a dirty business . Move on and make a difference . Hillary lost because too many people sat out the last election . Get involved in displacing Devin Nunes and or Duncan Hunter in Calif .	OFF	@USER The persona that you project masks your insecurities. You are hurt and disappointed. Politics is a dirty business. Move on and make a difference.  Hillary lost because too many people sat out the last election. Get involved in displacing Devin Nunes and or Duncan Hunter in Calif.
@USER Time for a statement on the @USER support for Victor Orban and his anti-semitism .	NOT	@USER Time for a statement on the @USER support for Victor Orban and his anti-semitism.
@USER White liberals really hate themselves . #TDS	OFF	@USER White liberals really hate themselves. #TDS
@USER @USER @USER @USER FBI and Doj lawless ? Why so many guilty pleas and cooperation ? Sure is strange all of trumps campaign is going down in a first ball of flames yet conservatives still fail to admit the unprecedented level of corruption by GOP and make the needed corrections . Sad	NOT	@USER @USER @USER @USER FBI and Doj lawless? Why so many guilty pleas and cooperation? Sure is strange all of trumps campaign is going down in a first ball of flames yet conservatives still fail to admit the unprecedented level of corruption by GOP and make the needed corrections. Sad
@USER @USER @USER They need to only ever see the sky from the safety of a HMP exercise yard	NOT	@USER @USER @USER They need to only ever see the sky from the safety of a HMP exercise yard
@USER How about we rally behind a blue wave and parse policy after . The country is in danger . You are not helping . You're speaking from a place of #WhitePrivilege STOP	NOT	@USER How about we rally behind a blue wave and parse policy after. The country is in danger. You are not helping. You're speaking from a place of #WhitePrivilege STOP
@USER @USER Just what a communist would do ! Destroying America ! Lock Him Up ! TRUMP2020 MAGA ! 😎 🇺 🇸	OFF	@USER @USER Just what a communist would do! Destroying America! Lock Him Up! TRUMP2020 MAGA! 😎  🇺  🇸
@USER And Nero Goodell fiddles while the @USER burns . Glad I took up golf . #BoycottTheNFL #BoycottNike #JustDont	NOT	@USER And Nero Goodell fiddles while the @USER burns.  Glad I took up golf.  #BoycottTheNFL #BoycottNike #JustDont
1 ) Ultimately , the defense of Kavanaugh by Republicans , conservatives , their media and public is a manifestation of America's rape culture -- the latter being neither ' colorblind ' or ' race neutral . '""	NOT	1) Ultimately, the defense of Kavanaugh by Republicans, conservatives, their media and public is a manifestation of America's rape culture -- the latter being neither 'colorblind' or 'race neutral.'""
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER We all want gun control .. but it is a slippery sloop as Dimms have proven time and time again . Give them an inch and they will take a mile .. ask Prz Reagan . Made a deal with dimms .. they said sign our bill on amnesty first and we will back you on comprehensive immagration reform URL	NOT	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER We all want gun control..but it is a slippery sloop as Dimms have proven time and time again. Give them an inch and they will take a mile..ask Prz Reagan. Made a deal with dimms..they said sign our bill on amnesty first and we will back you on comprehensive immagration reform URL
@USER Antifa and UC Berkeley like this 👍	NOT	@USER Antifa and UC Berkeley like this 👍
@USER Actually it’s only libs that ACTUALLY follow up on their threats 36 cops murdered so far by libs 100s of cops shot by libs Dozens of republican congressman attempted murder by libs Antifa assaulting on behalf of libs URL	NOT	@USER Actually it’s only libs that ACTUALLY follow up on their threats  36 cops murdered so far by libs 100s of cops shot by libs Dozens of republican congressman attempted murder by libs Antifa assaulting on behalf of libs  URL
@USER Empty headed bushie whore	OFF	@USER Empty headed bushie whore
@USER is the brainchild of @USER - He is playing dirty against @USER and Jen is using her ill gotten money against @USER Mailer linking Nixon to anti-Semitism was approved by top Cuomo aides URL	OFF	@USER is the brainchild of @USER - He is playing dirty against @USER and Jen is using her ill gotten money against @USER Mailer linking Nixon to anti-Semitism was approved by top Cuomo aides URL
